,social_assit,pharmaceutical,general_surgeon,general_practitioner,nurse,physiotherapist,gynecologist,family_physician,Nutricionista,pediatrician
316600,-,1,-,2,8,2,1,2,2,-
316610,1,2,-,-,3,1,-,1,1,-
316620,-,3,-,3,7,3,1,3,-,-
316630,-,2,-,-,8,3,-,2,1,-
316640,1,1,-,-,5,1,-,1,2,-
316650,-,-,-,-,5,1,-,-,1,-
316660,-,-,-,-,1,1,-,1,1,-
316670,-,-,-,2,2,4,-,2,1,-
316680,2,3,-,8,12,8,-,-,1,1
316690,1,2,-,1,8,2,-,3,1,-
316695,1,1,-,-,4,1,-,1,2,-
316700,1,-,-,1,2,2,-,-,1,-
316710,1,3,-,12,22,4,1,2,2,2
316720,36,37,8,132,299,87,11,48,32,18
316730,-,1,-,-,3,1,-,-,1,-
316740,-,1,-,1,6,3,-,4,1,-
316750,-,1,-,1,3,2,1,-,1,-
316760,2,4,-,4,16,2,-,7,1,-
316770,1,2,-,3,8,1,1,1,1,-
316780,-,-,-,-,3,-,-,-,-,-
316790,2,1,-,2,5,3,1,1,1,-
316800,5,15,-,24,52,21,2,7,8,2
316805,1,2,-,-,6,3,-,1,1,-
316810,-,2,-,2,5,3,-,-,1,-
316820,-,1,-,-,1,2,-,-,1,-
316830,-,1,-,2,5,2,-,-,-,-
316840,2,6,-,5,14,6,-,1,3,1
316850,1,3,-,4,13,5,1,4,2,2
316860,38,40,2,100,309,72,15,15,29,21
316870,14,13,-,51,58,22,2,12,16,10
316880,-,-,-,2,5,2,-,-,1,-
316890,-,2,-,3,9,5,-,3,2,-
316900,4,2,-,-,6,5,-,1,2,1
316905,-,-,-,-,4,1,-,-,1,-
316910,-,2,-,1,3,3,1,2,-,1
316920,4,2,-,11,11,10,1,2,3,2
316930,16,17,1,38,84,49,9,13,13,12
316935,2,4,-,19,22,12,1,5,6,4
316940,7,15,4,31,58,32,7,4,18,8
316950,1,2,-,3,4,1,-,-,-,-
316960,9,7,-,17,22,9,1,3,6,1
316970,2,3,-,8,27,3,-,1,3,1
316980,2,-,-,-,4,1,-,1,1,-
316990,18,27,7,143,141,57,1,13,14,17
317000,-,2,-,2,9,5,-,5,1,-
317005,2,4,-,2,10,-,-,3,1,-
317010,79,93,40,392,745,261,76,47,63,148
317020,268,204,36,527,1381,418,154,85,147,243
317030,-,-,-,-,3,1,-,1,1,-
317040,9,12,3,28,85,28,2,14,9,7
317043,-,2,-,3,6,3,-,1,1,-
317047,-,-,-,2,6,1,-,1,1,-
317050,1,-,-,1,3,4,-,1,2,-
317052,1,1,-,4,11,2,-,1,1,-
317057,-,1,-,-,9,3,-,-,1,-
317060,-,2,-,-,2,2,-,-,-,-
317065,-,2,-,2,6,3,-,-,1,-
317070,24,36,6,134,222,123,18,20,35,26
317075,-,2,-,1,6,2,-,2,1,-
317080,5,8,1,9,29,6,-,7,4,1
317090,4,3,-,1,14,7,-,8,2,-
317100,1,6,-,13,25,10,1,3,2,1
317103,1,1,-,2,7,2,-,4,1,-
317107,-,1,-,1,6,2,-,1,1,-
317110,2,2,-,2,4,3,-,1,1,-
317115,1,2,-,-,3,3,-,2,1,-
317120,6,19,1,62,107,28,2,35,7,7
317130,17,64,1,64,101,57,5,21,43,15
317140,1,1,-,1,4,2,-,2,1,-
317150,1,2,-,1,4,4,-,-,2,-
317160,2,1,-,6,12,6,-,-,1,-
317170,1,3,-,-,6,3,-,3,1,-
317180,-,2,-,3,9,4,-,3,1,-
317190,1,2,-,3,5,3,-,-,-,-
317200,4,10,-,33,35,24,-,6,6,5
317210,1,1,-,1,6,2,-,1,1,-
317220,-,-,-,1,1,-,-,1,-,-
320010,4,3,-,18,28,9,-,7,4,5
320013,3,7,-,1,13,2,-,1,-,1
320016,2,1,-,-,6,-,-,4,-,-
320020,3,7,1,23,33,9,3,9,2,4
320030,3,10,-,6,19,4,1,6,2,3
320035,-,-,-,6,8,2,-,3,-,-
320040,13,6,-,36,55,18,-,12,5,6
320050,-,2,-,6,11,3,1,2,2,-
320060,15,73,3,95,109,34,13,15,16,27
320070,3,4,-,9,19,5,1,7,2,3
320080,6,11,2,23,38,19,6,7,5,8
320090,7,7,7,29,48,18,8,10,8,7
320100,1,4,-,10,15,3,-,4,-,-
320110,1,2,-,6,13,8,1,5,2,1
320115,2,1,1,5,13,2,-,3,2,2
320120,44,82,10,151,342,132,38,27,36,67
320130,78,60,10,202,396,66,60,39,35,122
320140,8,17,-,27,26,12,-,8,7,-
320150,35,52,17,94,288,93,37,29,30,53
320160,4,4,-,16,25,5,2,3,3,1
320170,1,2,-,8,8,3,1,1,2,1
320180,1,1,-,1,6,-,-,-,1,-
320190,6,10,2,34,37,11,4,3,3,14
320200,1,6,-,1,5,4,-,3,1,2
320210,2,1,1,2,19,7,-,11,2,3
320220,5,10,-,15,22,6,1,2,2,2
320225,2,9,-,8,10,6,-,3,1,2
320230,6,11,-,19,52,24,5,3,11,1
320240,13,24,1,30,98,19,15,15,11,29
320245,-,4,-,21,23,4,1,3,2,2
320250,1,-,-,5,12,4,-,2,-,-
320255,1,3,-,7,8,2,-,-,2,-
320260,1,7,-,14,11,6,-,-,3,-
320265,2,2,-,1,8,4,-,1,2,-
320270,-,1,-,4,14,4,-,5,1,2
320280,5,25,-,12,61,20,4,2,8,4
320290,1,2,-,3,5,5,1,6,2,-
320300,3,5,-,10,25,7,2,4,4,3
320305,3,7,-,30,24,5,1,7,2,2
320310,3,4,-,12,19,14,-,3,7,-
320313,4,5,-,9,14,6,2,2,2,4
320316,1,8,-,9,8,4,1,-,1,-
320320,43,56,13,76,223,77,31,37,35,38
320330,1,2,-,4,11,4,-,3,1,-
320332,3,23,-,19,43,14,-,7,10,3
320334,1,3,1,8,16,4,3,4,1,2
320335,2,1,-,7,13,4,-,4,3,1
320340,6,14,-,8,33,10,-,11,3,4
320350,2,5,-,8,33,11,-,3,2,3
320360,-,3,-,5,9,2,-,1,2,-
320370,3,4,-,2,20,5,-,4,3,1
320380,2,4,-,2,20,4,-,3,3,-
320390,6,9,-,28,43,18,1,11,6,4
320400,2,1,-,4,18,4,-,2,1,1
320405,2,2,-,8,17,5,-,5,3,2
320410,3,3,-,10,13,3,-,5,3,2
320420,4,2,-,9,37,12,1,7,3,1
320425,-,1,-,2,7,3,-,1,1,-
320430,10,19,-,6,28,14,1,7,9,2
320435,2,4,-,5,11,7,-,6,2,-
320440,-,2,-,10,15,2,-,5,-,-
320450,2,2,-,6,10,3,-,4,1,-
320455,5,13,-,12,29,11,1,11,6,4
320460,4,10,-,27,36,9,3,7,5,5
320465,1,6,-,3,11,2,-,3,1,-
320470,2,20,-,13,23,9,-,7,9,2
320480,5,6,3,10,30,9,4,2,4,4
320490,27,35,6,76,163,36,7,19,12,22
320495,1,6,-,2,6,4,1,5,1,1
320500,114,133,79,370,861,227,100,51,56,149
320501,3,19,-,4,17,6,-,4,1,-
320503,3,12,-,7,15,4,-,6,2,-
320506,4,8,-,19,39,14,7,5,4,4
320510,12,10,-,30,103,10,1,16,5,1
320515,-,8,-,-,6,2,-,1,-,-
320517,2,1,-,2,12,5,-,3,-,-
320520,124,151,36,299,689,341,81,28,103,215
320530,190,208,53,331,1196,257,92,64,105,168
330010,45,40,13,196,369,124,40,32,41,84
330015,3,4,-,11,19,8,-,3,2,4
330020,36,16,13,69,172,76,29,14,22,63
330022,-,3,-,15,20,17,1,3,3,3
330023,7,7,8,49,61,23,12,9,5,23
330025,4,3,3,16,32,28,9,3,4,8
330030,20,8,5,53,100,39,3,2,14,16
330040,24,22,11,183,219,81,25,17,33,82
330045,53,26,5,110,180,90,26,12,24,81
330050,1,2,6,12,18,8,6,6,4,11
330060,18,8,2,48,44,42,9,6,12,10
330070,56,22,15,165,318,138,47,19,28,75
330080,16,13,4,33,56,16,3,6,15,11
330090,2,2,1,15,21,7,-,2,-,3
330093,12,2,-,13,29,19,3,3,6,6
330095,2,1,-,9,20,7,1,2,1,3
330100,188,109,36,408,831,474,119,11,95,218
330110,4,3,3,10,23,13,1,3,5,3
330115,1,-,-,11,14,12,1,1,2,5
330120,1,5,1,16,32,19,1,2,5,4
330130,10,15,3,16,67,32,10,2,7,10
330140,8,7,1,12,26,13,4,-,6,6
330150,4,2,-,10,17,13,2,3,4,2
330160,2,1,-,7,14,14,-,-,1,-
330170,174,125,99,533,1224,310,203,56,149,416
330180,2,4,1,12,20,12,1,4,2,1
330185,17,6,2,35,62,25,14,3,9,17
330187,9,8,-,18,51,20,-,7,5,8
330190,47,38,32,119,326,101,35,25,53,60
330200,24,20,13,99,146,83,30,13,19,69
330205,3,2,-,10,16,6,1,2,-,1
330210,7,5,-,23,28,10,1,2,4,3
330220,29,25,7,145,148,156,14,8,31,32
330225,7,1,5,28,42,32,8,2,8,12
330227,16,9,-,38,47,15,4,12,7,10
330230,1,2,-,4,8,3,-,1,1,1
330240,102,47,23,226,358,210,57,31,68,101
330245,2,2,-,5,11,3,-,-,2,-
330250,55,17,4,39,157,59,16,19,26,44
330260,8,7,2,24,60,35,7,5,7,10
330270,49,38,12,106,343,78,24,38,41,59
330280,6,4,1,11,19,12,2,3,3,2
330285,27,23,-,63,201,48,30,32,15,62
330290,3,9,-,23,43,19,6,4,3,7
330300,7,4,-,23,35,15,1,4,4,2
330310,5,3,-,10,34,13,-,-,5,3
330320,30,20,2,85,160,53,27,28,19,72
330330,176,206,67,560,1447,388,136,67,191,277
330340,19,29,12,117,181,85,31,15,21,60
330350,54,65,35,445,729,242,114,79,56,230
330360,7,9,-,23,64,29,2,2,7,12
330370,8,11,8,41,73,33,11,10,7,13
330380,6,8,5,25,38,12,3,8,4,8
330385,2,9,-,10,25,9,1,5,4,1
330390,42,50,24,372,466,281,67,29,72,142
330395,7,6,-,24,36,14,6,4,6,10
330400,4,5,-,23,53,14,3,8,5,6
330410,4,1,-,15,25,10,1,4,3,1
330411,5,3,2,9,27,12,3,3,5,15
330412,4,-,-,5,17,5,-,2,2,2
330414,17,12,-,14,92,19,14,10,9,47
330415,6,4,1,5,55,17,-,4,10,1
330420,45,25,15,101,208,119,14,20,23,35
330430,12,13,11,28,86,30,4,9,11,17
330440,3,3,-,8,28,6,1,3,3,1
330450,1,3,-,9,15,10,-,1,1,2
330452,52,23,7,74,163,95,13,9,46,28
330455,1100,1756,523,4175,14395,2557,990,990,1696,1942
330460,1,3,-,6,8,3,-,1,3,-
330470,6,6,-,32,52,12,4,3,7,-
330475,3,1,-,16,36,20,1,2,2,2
330480,11,6,-,15,38,22,1,7,3,2
330490,135,74,15,266,872,275,39,83,131,122
330500,13,7,-,25,69,19,1,4,7,5
330510,38,20,-,74,249,98,34,36,28,54
330513,3,1,-,3,7,5,-,1,3,-
330515,3,1,-,11,22,10,1,5,2,7
330520,8,14,1,13,68,25,2,8,7,10
330530,2,6,-,6,13,4,-,1,3,2
330540,4,3,-,6,24,7,4,5,4,2
330550,23,16,5,31,109,37,8,7,18,18
330555,13,6,-,15,36,20,2,7,7,7
330560,5,2,-,10,28,13,-,4,4,4
330570,1,2,-,5,25,6,-,5,1,-
330575,9,5,-,-,20,4,1,4,3,1
330580,19,35,18,166,241,99,28,22,24,39
330590,-,4,-,3,13,4,-,1,2,-
330600,26,12,8,71,158,64,16,14,20,25
330610,13,13,4,98,106,54,8,7,12,20
330615,2,2,1,2,12,4,-,1,-,-
330620,7,10,3,34,116,23,9,9,9,14
330630,46,37,19,258,480,242,37,27,63,69
350010,11,11,-,80,92,32,15,4,18,8
350020,-,3,-,27,5,5,-,2,1,1
350030,2,8,-,41,30,10,1,5,3,4
350040,-,1,-,6,7,2,1,-,-,1
350050,3,3,-,22,20,10,1,1,6,6
350055,1,2,-,11,11,3,1,2,-,3
350060,-,1,-,2,10,4,-,-,-,2
350070,7,7,-,40,48,27,10,7,3,15
350075,1,2,-,7,8,1,-,-,1,1
350080,2,-,-,1,3,3,-,2,-,1
350090,-,-,-,5,6,3,1,1,1,1
350100,4,2,-,6,23,10,-,8,5,3
350110,1,2,-,2,7,2,-,1,2,3
350115,-,1,-,14,23,3,3,-,1,2
350120,-,2,-,1,4,3,-,-,1,-
350130,7,4,-,55,24,13,-,5,3,2
350140,2,-,-,2,5,2,-,2,-,1
350150,1,1,-,-,2,1,2,1,1,-
350160,48,39,13,199,297,125,52,10,36,96
350170,9,16,3,57,110,28,11,1,10,10
350180,-,3,-,9,9,2,-,1,-,-
350190,10,28,1,139,137,49,8,21,19,20
350200,1,1,-,7,9,2,-,-,-,1
350210,15,6,1,101,85,45,2,6,20,20
350220,3,4,1,13,18,6,1,-,4,2
350230,1,1,-,10,11,3,-,3,1,-
350240,1,2,-,3,3,4,-,2,1,-
350250,3,6,-,14,50,18,1,6,1,10
350260,-,2,-,5,7,2,-,1,2,1
350270,2,3,-,12,39,6,1,4,2,4
350275,1,2,-,21,23,9,2,-,1,4
350280,37,62,5,174,377,120,31,24,35,51
350290,3,3,-,33,43,5,2,5,1,4
350300,-,2,-,3,7,6,1,1,-,1
350310,1,3,-,4,9,3,1,-,1,1
350315,-,-,-,3,6,1,-,1,-,1
350320,32,96,8,382,467,193,48,34,38,80
350330,18,36,2,202,215,72,13,8,12,46
350335,-,2,-,-,2,2,-,-,1,-
350340,1,4,-,9,13,3,1,2,2,1
350350,1,1,-,4,7,2,-,1,1,1
350360,3,1,-,6,7,4,-,1,-,1
350370,1,4,-,1,6,9,-,-,2,-
350380,8,7,1,17,56,21,3,13,4,12
350390,8,15,1,55,101,16,22,5,6,36
350395,1,2,-,-,4,2,-,-,1,1
350400,18,44,8,158,230,74,11,3,21,30
350410,13,52,21,209,281,64,52,6,31,118
350420,3,2,1,11,20,7,-,2,3,3
350430,1,2,-,1,2,1,-,-,1,-
350440,4,1,-,5,7,2,-,1,1,1
350450,12,18,3,67,104,35,4,6,14,14
350460,2,5,-,45,20,12,3,5,2,4
350470,3,1,-,6,6,2,-,2,-,1
350480,-,2,-,6,10,2,1,2,3,2
350490,-,1,-,8,13,4,-,5,2,2
350500,1,2,-,-,2,1,1,1,2,-
350510,1,1,-,3,7,3,2,1,2,-
350520,3,4,-,31,30,10,-,3,2,7
350530,4,7,-,96,34,19,-,3,7,10
350535,1,1,-,2,5,2,-,1,-,-
350540,1,1,-,8,16,3,2,6,-,1
350550,49,88,28,422,529,129,22,11,37,70
350560,2,1,-,50,28,8,2,3,3,8
350570,53,80,21,344,602,162,154,1,41,311
350580,6,9,-,19,31,12,-,4,5,2
350590,12,6,2,36,74,52,8,8,23,12
350600,135,98,14,252,915,215,66,29,83,107
350610,19,18,9,83,107,40,31,8,14,24
350620,-,2,-,-,3,2,-,-,1,-
350630,4,2,-,10,11,6,-,3,2,2
350635,10,7,5,34,50,18,11,-,4,24
350640,-,3,-,8,7,1,-,2,1,2
350650,8,31,1,86,145,49,6,10,15,8
350660,1,2,-,15,16,3,4,2,2,6
350670,-,3,-,2,12,5,-,3,3,1
350680,2,4,-,4,6,5,-,1,-,2
350690,-,3,-,2,12,3,1,-,-,1
350700,6,10,-,48,45,20,10,1,9,13
350710,2,4,-,18,13,4,2,-,2,1
350715,1,1,-,1,5,1,-,-,-,-
350720,-,1,-,1,3,1,-,-,1,-
350730,1,2,-,3,4,1,-,2,1,-
350740,1,7,1,17,15,13,2,1,3,-
350745,1,1,-,1,6,1,-,-,1,-
350750,80,47,7,205,562,150,29,22,91,93
350760,23,85,9,212,283,79,31,10,49,58
350770,1,2,-,-,8,1,-,2,1,1
350775,1,2,-,-,2,1,-,-,1,1
350780,2,4,-,23,29,18,1,3,-,4
350790,4,2,1,16,21,13,2,3,4,4
350800,1,3,-,13,13,8,1,2,-,1
350810,3,7,-,50,25,8,1,1,3,1
350820,-,4,-,1,3,5,-,1,1,1
350830,1,-,-,3,5,3,-,1,-,-
350840,5,11,-,49,54,11,5,7,2,20
350850,8,12,3,84,108,39,18,7,18,57
350860,5,3,-,21,27,18,1,1,11,4
350870,2,4,-,14,16,10,2,-,2,1
350880,5,3,-,15,20,7,1,3,3,4
350890,1,2,-,3,4,2,-,2,-,-
350900,15,21,1,129,170,40,60,1,9,68
350910,5,4,-,2,9,2,-,1,1,1
350920,3,18,2,66,87,15,17,7,9,18
350925,2,3,-,29,30,8,2,6,4,2
350930,1,3,-,6,8,6,-,1,-,2
350940,3,1,3,20,26,14,1,4,6,7
350945,-,-,-,2,6,-,-,-,-,-
350950,196,300,101,995,2767,571,448,128,221,673
350960,10,8,6,54,55,8,10,-,4,17
350970,7,5,-,33,57,13,14,7,4,12
350980,1,1,-,1,4,2,1,1,1,1
350990,1,-,-,6,21,1,2,3,-,1
350995,-,2,-,-,3,1,1,1,1,1
351000,3,8,-,70,25,17,1,1,4,3
351010,-,3,-,3,6,3,-,1,1,-
351015,-,1,-,2,5,1,-,1,-,1
351020,4,7,-,27,36,20,-,9,4,4
351030,3,-,-,7,21,5,1,1,-,4
351040,9,16,-,33,69,35,8,-,7,10
351050,23,40,7,133,267,65,17,14,15,52
351060,36,25,6,200,352,81,60,-,16,102
351070,2,7,-,5,13,6,-,4,1,3
351080,17,10,-,33,50,19,2,1,9,2
351090,1,1,-,5,4,1,-,1,1,-
351100,4,3,-,8,19,11,1,5,3,-
351110,27,68,12,215,327,114,19,12,23,54
351120,-,2,-,7,5,1,-,1,-,1
351130,-,2,-,7,14,5,1,2,2,1
351140,14,3,-,8,23,9,-,2,1,-
351150,7,9,-,51,49,26,1,2,12,7
351160,2,4,3,9,15,8,-,-,1,1
351170,5,2,-,6,11,3,-,-,1,2
351190,1,2,-,7,5,4,1,-,2,-
351200,5,6,-,9,20,6,1,-,4,2
351210,-,1,-,3,9,5,-,3,1,1
351220,2,3,-,10,27,8,1,2,3,2
351230,1,2,-,7,13,4,1,1,1,1
351240,9,3,-,9,23,11,3,2,1,9
351250,1,1,-,3,4,2,-,-,-,-
351260,1,-,-,4,8,1,-,1,1,1
351270,1,1,-,4,8,1,-,-,-,1
351280,10,4,1,37,28,18,6,4,3,8
351290,-,2,-,5,8,3,-,2,1,1
351300,14,54,10,117,324,55,34,8,23,75
351310,2,2,-,16,23,14,4,-,4,4
351320,2,1,-,6,9,4,1,1,2,1
351330,1,1,-,3,5,2,-,-,1,-
351340,11,6,1,60,67,55,12,5,11,19
351350,16,26,1,132,140,38,15,16,11,53
351360,4,3,-,8,19,5,1,3,2,5
351370,4,6,-,32,38,24,-,2,5,5
351380,36,41,27,273,435,107,102,42,32,178
351385,1,1,-,-,1,2,-,-,-,1
351390,4,5,-,11,26,17,1,2,2,4
351400,-,1,-,1,8,1,-,4,-,2
351410,4,8,-,23,25,5,-,-,3,3
351420,1,2,-,-,1,3,-,-,1,2
351430,-,2,-,1,10,5,-,2,1,1
351440,14,13,-,55,75,35,3,4,6,9
351450,4,2,-,12,13,6,-,-,3,1
351460,1,2,-,25,8,1,4,1,-,5
351470,1,1,-,5,10,2,-,1,1,-
351480,2,3,-,4,17,2,2,2,2,1
351490,1,3,1,6,12,5,-,2,1,3
351492,1,1,-,-,1,2,1,1,1,-
351495,-,1,-,1,3,3,-,-,1,-
351500,12,15,1,117,160,14,21,26,8,39
351510,6,4,-,23,52,13,1,12,8,4
351512,1,1,-,-,2,1,-,1,-,-
351515,2,1,-,26,19,10,2,2,2,3
351518,9,7,-,43,66,35,6,5,7,8
351519,2,1,-,-,2,1,-,1,1,-
351520,3,5,-,7,11,10,-,-,2,3
351530,1,1,-,-,3,2,-,1,1,1
351535,-,2,-,7,8,1,-,1,-,-
351540,5,3,-,17,15,7,-,-,3,3
351550,14,54,3,106,144,57,7,11,11,17
351560,-,3,-,3,7,3,-,3,-,-
351565,1,1,-,1,2,1,1,1,1,-
351570,15,18,7,72,158,37,25,21,12,22
351580,-,1,-,-,3,3,-,1,-,-
351590,1,-,-,1,2,3,-,1,1,1
351600,3,3,-,6,18,4,-,-,1,-
351610,3,1,-,4,10,2,-,-,-,-
351620,67,64,26,240,341,138,53,5,28,75
351630,8,17,7,59,140,25,13,14,9,54
351640,49,24,5,50,225,42,4,20,27,6
351650,1,2,-,-,5,4,-,-,2,-
351660,-,2,-,8,12,2,-,2,1,1
351670,9,7,-,22,62,13,6,9,5,5
351680,-,3,-,-,3,1,-,2,-,1
351685,1,1,-,2,6,3,1,1,1,-
351690,2,3,-,2,15,7,-,1,1,1
351700,2,1,-,7,14,4,-,1,-,1
351710,-,1,-,3,5,2,-,2,1,-
351720,1,2,-,4,5,10,1,1,-,1
351730,-,1,-,-,5,3,-,-,1,-
351740,7,6,-,13,32,7,-,6,6,9
351750,1,4,-,27,20,7,1,2,2,4
351760,1,2,-,3,17,2,-,1,-,3
351770,2,6,1,10,14,12,-,-,4,4
351780,1,3,-,8,9,3,-,-,3,1
351790,-,6,-,6,9,4,-,2,-,-
351800,1,2,-,1,3,2,-,-,-,-
351810,1,1,-,2,8,1,-,3,1,-
351820,3,2,-,21,30,12,1,-,5,1
351830,-,9,-,28,44,12,10,-,4,12
351840,12,24,11,155,222,39,19,4,22,41
351850,4,1,-,6,14,4,2,2,1,1
351860,4,5,-,64,27,11,2,2,3,4
351870,38,68,5,256,385,124,38,27,27,107
351880,159,188,81,799,1636,297,255,96,119,423
351885,-,1,-,15,9,3,-,2,-,1
351890,-,1,-,-,2,2,-,-,-,-
351900,1,5,-,5,14,7,-,3,2,1
351905,1,1,-,4,13,6,1,2,-,3
351907,24,20,4,99,188,36,12,21,8,41
351910,2,3,-,1,11,5,-,1,2,-
351920,-,2,-,3,10,5,-,-,1,-
351925,18,3,-,-,6,2,-,-,-,-
351930,2,5,-,8,18,9,-,3,2,5
351940,-,2,-,3,9,2,-,3,3,2
351950,1,1,-,10,7,2,-,2,1,-
351960,4,9,-,34,49,15,7,-,6,3
351970,2,7,2,18,50,17,4,11,5,4
351980,2,3,-,4,12,9,-,2,2,-
351990,1,6,-,5,13,4,-,-,2,1
352000,3,2,-,1,5,2,1,3,2,-
352010,4,9,1,30,34,20,4,3,1,3
352020,1,2,-,11,11,4,1,-,2,1
352030,2,3,-,13,32,7,2,4,3,2
352040,13,22,-,54,86,19,-,14,6,11
352042,-,3,-,1,21,3,-,2,-,1
352044,7,8,-,18,52,34,3,6,5,3
352050,29,42,19,225,286,75,37,25,24,73
352060,1,3,-,1,4,2,-,-,1,-
352070,2,1,-,9,8,6,-,-,1,-
352080,2,1,-,5,4,1,-,-,1,1
352090,1,2,-,3,13,9,-,2,1,-
352100,3,5,-,3,24,3,1,1,1,3
352110,1,1,-,4,9,2,1,1,2,-
352115,1,1,-,11,7,2,-,1,-,-
352120,-,1,-,1,11,1,-,2,-,-
352130,3,1,-,20,24,10,2,-,3,-
352140,2,9,-,11,17,9,-,1,2,3
352150,1,3,-,1,5,4,-,-,1,1
352160,10,3,-,2,8,3,-,1,-,-
352170,1,2,1,10,14,5,-,-,1,1
352180,3,5,-,6,15,4,-,1,1,-
352190,1,3,-,22,13,11,-,1,2,-
352200,1,1,-,-,4,-,-,-,1,-
352210,9,17,9,41,178,49,15,18,10,33
352215,-,1,-,1,1,2,-,1,1,-
352220,15,15,13,46,277,56,27,17,19,69
352230,20,18,-,117,170,64,11,12,22,23
352240,16,25,3,75,159,47,11,1,15,19
352250,17,25,14,119,290,47,50,-,12,61
352260,19,18,1,65,115,31,1,11,11,9
352265,-,1,-,-,2,2,-,-,-,-
352270,3,8,-,26,29,19,2,1,5,4
352280,4,4,-,8,17,4,-,-,4,1
352290,1,4,-,17,13,6,-,3,-,2
352300,1,1,-,1,4,2,-,2,1,-
352310,12,24,14,103,228,40,34,14,15,47
352320,5,6,-,23,33,16,3,3,3,4
352330,1,2,-,2,16,3,1,2,1,-
352340,12,40,7,68,147,37,8,23,14,28
352350,1,3,-,7,11,4,-,-,1,1
352360,4,3,-,16,12,6,1,3,2,2
352370,1,1,-,3,3,2,-,-,1,1
352380,-,2,-,2,7,2,-,-,1,1
352390,39,26,6,161,213,81,29,-,27,64
352400,6,7,-,52,64,20,8,6,5,22
352410,7,6,-,64,72,31,2,10,7,3
352420,1,2,-,3,9,3,-,-,-,1
352430,6,24,2,63,94,29,9,2,8,11
352440,34,41,10,256,355,110,55,21,30,96
352450,5,5,-,7,25,7,1,2,3,1
352460,2,6,-,9,19,4,-,4,2,1
352470,6,17,1,84,79,30,8,1,9,36
352480,15,24,-,81,102,35,3,8,9,11
352490,1,1,-,-,6,2,-,-,-,-
352500,5,6,-,27,95,12,-,29,10,11
352510,5,7,-,30,41,8,1,5,3,3
352520,3,8,-,13,32,8,-,3,2,5
352530,42,47,3,141,424,83,2,6,30,22
352540,2,2,-,2,3,1,1,1,1,-
352550,1,4,-,10,9,3,-,1,1,-
352560,1,2,-,2,7,2,-,-,-,-
352570,4,11,1,22,25,21,2,3,8,5
352580,1,2,-,4,5,4,-,1,-,1
352585,1,1,-,2,3,1,-,-,-,1
352590,54,90,32,391,608,217,122,13,73,189
352600,6,6,-,18,30,8,-,3,2,-
352610,1,4,-,12,14,3,-,6,1,1
352620,2,3,-,7,25,8,-,7,3,-
352630,-,1,-,4,9,1,-,1,1,-
352640,3,5,-,18,21,9,1,2,4,3
352650,4,1,-,3,8,2,-,3,-,-
352660,-,1,-,1,4,2,-,6,-,-
352670,13,13,1,53,118,51,6,4,11,10
352680,14,19,-,61,80,43,1,7,11,13
352690,60,46,9,313,398,145,25,24,32,84
352700,1,1,-,6,5,3,-,1,-,-
352710,21,17,1,59,131,57,10,3,18,15
352720,10,20,4,114,175,43,8,4,11,23
352725,-,1,-,1,2,3,-,-,1,-
352730,5,14,2,21,63,20,3,-,5,15
352740,9,5,-,9,30,8,-,-,8,1
352750,1,1,-,2,2,1,-,-,1,-
352760,-,2,-,16,17,7,1,-,1,3
352770,-,2,-,5,10,2,-,1,-,-
352780,-,1,-,1,5,1,-,-,1,-
352790,1,1,-,-,7,4,-,-,1,-
352800,3,2,-,6,9,7,-,3,1,1
352810,1,4,-,2,10,4,1,2,2,-
352820,-,1,-,2,6,2,-,-,2,-
352830,1,2,-,1,2,2,-,1,1,1
352840,2,6,-,13,34,10,5,2,4,2
352850,13,12,-,35,67,25,4,4,8,6
352860,2,1,-,4,8,2,-,1,-,-
352870,3,2,-,3,6,1,-,1,-,-
352880,2,3,-,7,11,3,-,1,1,1
352885,-,1,-,1,5,3,-,-,1,-
352890,1,1,-,-,4,1,-,-,1,-
352900,82,62,19,280,636,200,42,43,63,117
352910,-,1,-,-,3,2,-,1,1,-
352920,10,7,1,14,23,14,1,4,3,1
352930,8,11,-,81,102,33,-,5,10,9
352940,41,51,18,325,494,98,70,24,33,150
352950,1,1,-,2,7,4,-,1,1,-
352960,1,1,-,1,5,5,-,1,-,-
352965,-,2,-,-,3,2,-,-,1,1
352970,1,7,1,12,17,8,-,1,2,2
352980,1,3,-,2,10,2,-,2,1,1
352990,1,3,-,13,17,2,-,6,1,1
353000,3,3,-,1,3,5,-,1,2,-
353010,5,7,-,18,59,19,-,7,12,2
353020,2,3,-,21,23,7,2,1,1,1
353030,6,11,2,39,35,16,16,-,1,16
353040,1,1,-,6,6,2,-,-,-,-
353050,12,17,-,67,82,34,2,6,17,10
353060,45,96,36,492,749,293,61,9,56,119
353070,12,21,22,88,169,54,8,12,12,23
353080,21,36,4,36,113,51,5,3,13,12
353090,1,1,-,-,3,3,-,-,1,-
353100,3,2,-,1,3,5,-,-,1,-
353110,7,5,-,33,29,13,2,5,3,16
353120,1,1,-,5,8,3,-,-,-,-
353130,7,13,-,42,34,34,2,1,9,4
353140,1,5,-,8,22,13,3,2,5,2
353150,2,3,-,10,27,11,-,4,3,2
353160,-,1,-,1,2,1,-,-,1,-
353170,-,1,-,4,6,2,-,2,-,-
353180,4,8,-,32,36,14,1,-,2,9
353190,4,3,-,17,26,21,2,2,8,3
353200,2,1,-,7,11,6,-,-,2,1
